old_gene	new_gene	reciprocal_best	old_to_new_pident	old_to_new_qcov	old_to_new_scov	old_to_new_bitscore	new_to_old_pident	new_to_old_qcov	new_to_old_scov	new_to_old_bitscore	new_protein_accession	old_to_new_title
B9J08_000026	B9J08_01985	True	100	100	100	546	100	100	100	546	KAK8440694.1	KAK8440694.1 hypothetical protein B9J08_01985 [Candidozyma auris]
B9J08_000027	B9J08_01986	True	100	100	100	474	100	100	100	474	KAK8440695.1	KAK8440695.1 hypothetical protein B9J08_01986 [Candidozyma auris]
B9J08_000028	B9J08_01987	True	100	100	100	1245	100	100	100	1245	KAK8440696.1	KAK8440696.1 hypothetical protein B9J08_01987 [Candidozyma auris]
B9J08_000029	B9J08_01988	True	100	100	100	569	100	100	100	569	KAK8440697.1	KAK8440697.1 hypothetical protein B9J08_01988 [Candidozyma auris]
B9J08_000030	B9J08_01989	True	100	100	100	424	100	100	100	424	KAK8440698.1	KAK8440698.1 hypothetical protein B9J08_01989 [Candidozyma auris]
B9J08_000031	B9J08_01990	True	100	100	100	655	100	100	100	655	KAK8440699.1	KAK8440699.1 hypothetical protein B9J08_01990 [Candidozyma auris]
B9J08_000032	B9J08_01991	True	100	100	100	1606	100	100	100	1606	KAK8440700.1	KAK8440700.1 hypothetical protein B9J08_01991 [Candidozyma auris]
B9J08_000033	B9J08_01992	True	100	100	100	1037	100	100	100	1037	KAK8440701.1	KAK8440701.1 hypothetical protein B9J08_01992 [Candidozyma auris]
B9J08_000034	B9J08_01993	True	100	100	100	648	100	100	100	648	KAK8440702.1	KAK8440702.1 hypothetical protein B9J08_01993 [Candidozyma auris]
B9J08_000035	B9J08_01994	True	100	100	100	572	100	100	100	572	KAK8440703.1	KAK8440703.1 hypothetical protein B9J08_01994 [Candidozyma auris]
B9J08_000036	B9J08_01995	True	100	100	100	575	100	100	100	575	KAK8440704.1	KAK8440704.1 hypothetical protein B9J08_01995 [Candidozyma auris]
B9J08_000037	B9J08_01996	True	100	100	100	2070	100	100	100	2070	KAK8440705.1	KAK8440705.1 hypothetical protein B9J08_01996 [Candidozyma auris]
B9J08_000038		False	100	100	100	138						KAK8440706.1 ribosomal protein L33 [Candidozyma auris]
B9J08_000039	B9J08_01998	True	100	100	100	417	100	100	100	417	KAK8440707.1	KAK8440707.1 hypothetical protein B9J08_01998 [Candidozyma auris]
B9J08_000040	B9J08_01999	True	100	100	100	1267	100	100	100	1267	KAK8440708.1	KAK8440708.1 hypothetical protein B9J08_01999 [Candidozyma auris]
B9J08_000041	B9J08_02000	True	100	100	100	449	100	100	100	449	KAK8440709.1	KAK8440709.1 hypothetical protein B9J08_02000 [Candidozyma auris]
B9J08_000042	B9J08_02001	True	100	100	100	610	100	100	100	610	KAK8440710.1	KAK8440710.1 hypothetical protein B9J08_02001 [Candidozyma auris]
B9J08_000043	B9J08_02002	True	100	100	100	1528	100	100	100	1528	KAK8440711.1	KAK8440711.1 hypothetical protein B9J08_02002 [Candidozyma auris]
B9J08_000044	B9J08_02003	True	100	100	100	2117	100	100	100	2117	KAK8440712.1	KAK8440712.1 hypothetical protein B9J08_02003 [Candidozyma auris]
B9J08_000045		False	100	100	100	2024						KAK8440713.1 ISWI chromatin-remodeling complex ATPase ISW2 [Candidozyma auris]
B9J08_000046		False	100	100	100	740						KAK8440714.1 uracil-DNA glycosylase [Candidozyma auris]
B9J08_000047	B9J08_02006	True	100	100	100	698	100	100	100	698	KAK8440715.1	KAK8440715.1 hypothetical protein B9J08_02006 [Candidozyma auris]
B9J08_000048	B9J08_02007	True	100	100	100	773	100	100	100	773	KAK8440716.1	KAK8440716.1 hypothetical protein B9J08_02007 [Candidozyma auris]
B9J08_000049	B9J08_02008	True	100	100	100	523	100	100	100	523	KAK8440717.1	KAK8440717.1 hypothetical protein B9J08_02008 [Candidozyma auris]
B9J08_000050	B9J08_02009	True	100	100	100	535	100	100	100	535	KAK8440718.1	KAK8440718.1 hypothetical protein B9J08_02009 [Candidozyma auris]
B9J08_000051		False	100	100	100	471						KAK8440719.1 mitochondrial genome maintenance protein MGM101 [Candidozyma auris]
B9J08_000052	B9J08_02011	True	100	100	100	409	100	100	100	409	KAK8440720.1	KAK8440720.1 hypothetical protein B9J08_02011 [Candidozyma auris]
B9J08_000053	B9J08_02012	True	100	100	100	331	100	100	100	331	KAK8440721.1	KAK8440721.1 hypothetical protein B9J08_02012 [Candidozyma auris]
B9J08_000054	B9J08_02013	True	100	100	100	1030	100	100	100	1030	KAK8440722.1	KAK8440722.1 hypothetical protein B9J08_02013 [Candidozyma auris]
B9J08_000055	B9J08_02014	True	100	100	100	684	100	100	100	684	KAK8440723.1	KAK8440723.1 hypothetical protein B9J08_02014 [Candidozyma auris]
B9J08_000056	B9J08_02015	True	100	100	100	2980	100	100	100	2980	KAK8440724.1	KAK8440724.1 hypothetical protein B9J08_02015 [Candidozyma auris]
B9J08_000057		False	100	100	100	484						KAK8440725.1 pyridoxal 5'-phosphate synthase, glutaminase subunit Pdx2 [Candidozyma auris]
B9J08_000058		False	100	100	100	573						KAK8440726.1 pyridoxine biosynthesis protein SNZ1 [Candidozyma auris]
B9J08_000059	B9J08_02018	True	100	100	100	338	100	100	100	338	KAK8440727.1	KAK8440727.1 hypothetical protein B9J08_02018 [Candidozyma auris]
B9J08_000060	B9J08_02019	True	100	100	100	2602	100	100	100	2602	KAK8440728.1	KAK8440728.1 hypothetical protein B9J08_02019 [Candidozyma auris]
B9J08_000061	B9J08_02020	True	100	100	100	317	100	100	100	317	KAK8440729.1	KAK8440729.1 hypothetical protein B9J08_02020 [Candidozyma auris]
B9J08_000062	B9J08_02021	True	100	100	100	1841	100	100	100	1841	KAK8440730.1	KAK8440730.1 hypothetical protein B9J08_02021 [Candidozyma auris]
B9J08_000063		False	100	100	100	576						KAK8440731.1 proteasome subunit beta type-5 [Candidozyma auris]
B9J08_000064		False	100	100	100	342						KAK8440732.1 60S ribosomal protein L11-A [Candidozyma auris]
B9J08_000065	B9J08_02024	True	100	100	100	390	100	100	100	390	KAK8440733.1	KAK8440733.1 hypothetical protein B9J08_02024 [Candidozyma auris]
B9J08_000066	B9J08_02025	True	100	100	100	928	100	100	100	928	KAK8440734.1	KAK8440734.1 hypothetical protein B9J08_02025 [Candidozyma auris]
B9J08_000067	B9J08_02026	True	100	100	100	652	100	100	100	652	KAK8440735.1	KAK8440735.1 hypothetical protein B9J08_02026 [Candidozyma auris]
B9J08_000068	B9J08_02027	True	100	100	100	702	100	100	100	702	KAK8440736.1	KAK8440736.1 hypothetical protein B9J08_02027 [Candidozyma auris]
B9J08_000069	B9J08_02028	True	100	100	100	323	100	100	100	323	KAK8440737.1	KAK8440737.1 hypothetical protein B9J08_02028 [Candidozyma auris]
B9J08_000070	B9J08_02029	True	100	100	100	1085	100	100	100	1085	KAK8440738.1	KAK8440738.1 hypothetical protein B9J08_02029 [Candidozyma auris]
B9J08_000071		False	100	100	100	575						KAK8440739.1 sphingolipid long chain base-responsive protein PIL1 [Candidozyma auris]
B9J08_000072	B9J08_02031	True	100	100	100	436	100	100	100	436	KAK8440740.1	KAK8440740.1 hypothetical protein B9J08_02031 [Candidozyma auris]
B9J08_000073	B9J08_02032	True	100	100	100	378	100	100	100	378	KAK8440741.1	KAK8440741.1 hypothetical protein B9J08_02032 [Candidozyma auris]
B9J08_000074	B9J08_02033	True	100	100	100	1390	100	100	100	1390	KAK8440742.1	KAK8440742.1 hypothetical protein B9J08_02033 [Candidozyma auris]
B9J08_000075		False	100	100	100	1024						KAK8440743.1 inosine-5'-monophosphate dehydrogenase [Candidozyma auris]
B9J08_000076	B9J08_02035	True	100	100	100	355	100	100	100	355	KAK8440744.1	KAK8440744.1 hypothetical protein B9J08_02035 [Candidozyma auris]
B9J08_000077	B9J08_02036	True	100	100	100	458	100	100	100	458	KAK8440745.1	KAK8440745.1 hypothetical protein B9J08_02036 [Candidozyma auris]
B9J08_000078	B9J08_02037	True	100	100	100	850	100	100	100	850	KAK8440746.1	KAK8440746.1 hypothetical protein B9J08_02037 [Candidozyma auris]
B9J08_000079	B9J08_02038	True	100	100	100	468	100	100	100	468	KAK8440747.1	KAK8440747.1 hypothetical protein B9J08_02038 [Candidozyma auris]
B9J08_000080	B9J08_02039	True	100	100	100	1017	100	100	100	1017	KAK8440748.1	KAK8440748.1 hypothetical protein B9J08_02039 [Candidozyma auris]
B9J08_000081	B9J08_02040	True	100	100	100	1947	100	100	100	1947	KAK8440749.1	KAK8440749.1 hypothetical protein B9J08_02040 [Candidozyma auris]
B9J08_000082		False	100	100	100	441						KAK8440750.1 GTP-binding nuclear protein GSP1/Ran [Candidozyma auris]
B9J08_000083	B9J08_02042	True	100	100	100	239	100	100	100	239	KAK8440751.1	KAK8440751.1 hypothetical protein B9J08_02042 [Candidozyma auris]
B9J08_000084	B9J08_02043	True	100	100	100	200	100	100	100	200	KAK8440752.1	KAK8440752.1 hypothetical protein B9J08_02043 [Candidozyma auris]
B9J08_000085	B9J08_02044	True	100	100	100	726	100	100	100	726	KAK8440753.1	KAK8440753.1 hypothetical protein B9J08_02044 [Candidozyma auris]
B9J08_000086	B9J08_02045	True	100	100	100	669	100	100	100	669	KAK8440754.1	KAK8440754.1 hypothetical protein B9J08_02045 [Candidozyma auris]
B9J08_000087	B9J08_02046	True	100	100	100	1399	100	100	100	1399	KAK8440755.1	KAK8440755.1 hypothetical protein B9J08_02046 [Candidozyma auris]
B9J08_000088	B9J08_02047	True	100	100	100	352	100	100	100	352	KAK8440756.1	KAK8440756.1 hypothetical protein B9J08_02047 [Candidozyma auris]
B9J08_000089	B9J08_02048	True	100	100	100	643	100	100	100	643	KAK8440757.1	KAK8440757.1 hypothetical protein B9J08_02048 [Candidozyma auris]
B9J08_000090		False	100	100	100	350						KAK8440758.1 60S ribosomal protein L18-A [Candidozyma auris]
B9J08_000091		False	100	100	100	292						KAK8440759.1 40S ribosomal protein S19-A [Candidozyma auris]
B9J08_000092	B9J08_02051	True	100	100	100	7990	100	100	100	7990	KAK8440760.1	KAK8440760.1 hypothetical protein B9J08_02051 [Candidozyma auris]
B9J08_000093	B9J08_02052	True	100	100	100	1034	100	100	100	1034	KAK8440761.1	KAK8440761.1 hypothetical protein B9J08_02052 [Candidozyma auris]
B9J08_000094	B9J08_02053	True	100	100	100	1691	100	100	100	1691	KAK8440762.1	KAK8440762.1 hypothetical protein B9J08_02053 [Candidozyma auris]
B9J08_000095	B9J08_02054	True	100	100	100	1676	100	100	100	1676	KAK8440763.1	KAK8440763.1 hypothetical protein B9J08_02054 [Candidozyma auris]
B9J08_000096	B9J08_02055	True	100	100	100	1632	100	100	100	1632	KAK8440764.1	KAK8440764.1 hypothetical protein B9J08_02055 [Candidozyma auris]
B9J08_000097	B9J08_02056	True	100	100	100	820	100	100	100	820	KAK8440765.1	KAK8440765.1 hypothetical protein B9J08_02056 [Candidozyma auris]
B9J08_000098	B9J08_02057	True	100	100	100	403	100	100	100	403	KAK8440766.1	KAK8440766.1 hypothetical protein B9J08_02057 [Candidozyma auris]
B9J08_000099	B9J08_02058	True	100	100	100	611	100	100	100	611	KAK8440767.1	KAK8440767.1 hypothetical protein B9J08_02058 [Candidozyma auris]
B9J08_000100	B9J08_02059	True	100	100	100	641	100	100	100	641	KAK8440768.1	KAK8440768.1 hypothetical protein B9J08_02059 [Candidozyma auris]
B9J08_000101	B9J08_02060	True	100	100	100	492	100	100	100	492	KAK8440769.1	KAK8440769.1 hypothetical protein B9J08_02060 [Candidozyma auris]
B9J08_000102		False	100	100	100	1157						KAK8440770.1 heat shock protein SSB1 [Candidozyma auris]
B9J08_000103	B9J08_02062	True	100	100	100	752	100	100	100	752	KAK8440771.1	KAK8440771.1 hypothetical protein B9J08_02062 [Candidozyma auris]
B9J08_000104	B9J08_02063	True	100	100	100	880	100	100	100	880	KAK8440772.1	KAK8440772.1 hypothetical protein B9J08_02063 [Candidozyma auris]
B9J08_000105	B9J08_02064	True	100	100	100	1538	100	100	100	1538	KAK8440773.1	KAK8440773.1 hypothetical protein B9J08_02064 [Candidozyma auris]
B9J08_000106	B9J08_02065	True	100	100	100	560	100	100	100	560	KAK8440774.1	KAK8440774.1 hypothetical protein B9J08_02065 [Candidozyma auris]
B9J08_000107		False	100	100	100	221						KAK8440775.1 40S ribosomal protein S20 [Candidozyma auris]
B9J08_000108	B9J08_02067	True	100	100	100	1109	100	100	100	1109	KAK8440776.1	KAK8440776.1 hypothetical protein B9J08_02067 [Candidozyma auris]
B9J08_000109	B9J08_02068	True	100	100	100	2350	100	100	100	2350	KAK8440777.1	KAK8440777.1 hypothetical protein B9J08_02068 [Candidozyma auris]
B9J08_000110	B9J08_02069	True	100	100	100	549	100	100	100	549	KAK8440778.1	KAK8440778.1 hypothetical protein B9J08_02069 [Candidozyma auris]
B9J08_000111	B9J08_02070	True	100	100	100	1499	100	100	100	1499	KAK8440779.1	KAK8440779.1 hypothetical protein B9J08_02070 [Candidozyma auris]
B9J08_000112	B9J08_02071	True	100	100	100	603	100	100	100	603	KAK8440780.1	KAK8440780.1 hypothetical protein B9J08_02071 [Candidozyma auris]
B9J08_000113		False	100	100	100	330						KAK8440781.1 SUMO-conjugating enzyme UBC9 [Candidozyma auris]
B9J08_000114	B9J08_02073	True	100	100	100	899	100	100	100	899	KAK8440782.1	KAK8440782.1 hypothetical protein B9J08_02073 [Candidozyma auris]
B9J08_000115	B9J08_02074	True	100	100	100	1482	100	100	100	1482	KAK8440783.1	KAK8440783.1 hypothetical protein B9J08_02074 [Candidozyma auris]
B9J08_000116	B9J08_02075	True	100	100	100	343	100	100	100	343	KAK8440784.1	KAK8440784.1 hypothetical protein B9J08_02075 [Candidozyma auris]
B9J08_000117	B9J08_02076	True	100	100	100	519	100	100	100	519	KAK8440785.1	KAK8440785.1 hypothetical protein B9J08_02076 [Candidozyma auris]
B9J08_000118	B9J08_02077	True	100	100	100	1241	100	100	100	1241	KAK8440786.1	KAK8440786.1 hypothetical protein B9J08_02077 [Candidozyma auris]
B9J08_000119	B9J08_02078	True	100	100	100	200	100	100	100	200	KAK8440787.1	KAK8440787.1 hypothetical protein B9J08_02078 [Candidozyma auris]
B9J08_000120	B9J08_02079	True	100	100	100	1476	100	100	100	1476	KAK8440788.1	KAK8440788.1 hypothetical protein B9J08_02079 [Candidozyma auris]
B9J08_000121	B9J08_02080	True	100	100	100	828	100	100	100	828	KAK8440789.1	KAK8440789.1 hypothetical protein B9J08_02080 [Candidozyma auris]
B9J08_000122	B9J08_02081	True	100	100	100	1093	100	100	100	1093	KAK8440790.1	KAK8440790.1 hypothetical protein B9J08_02081 [Candidozyma auris]
B9J08_000123	B9J08_02082	True	100	100	100	1769	100	100	100	1769	KAK8440791.1	KAK8440791.1 hypothetical protein B9J08_02082 [Candidozyma auris]
B9J08_000124	B9J08_02083	True	100	100	100	1246	100	100	100	1246	KAK8440792.1	KAK8440792.1 hypothetical protein B9J08_02083 [Candidozyma auris]
B9J08_000127	B9J08_02086	True	100	100	100	982	100	100	100	982	KAK8440793.1	KAK8440793.1 hypothetical protein B9J08_02086 [Candidozyma auris]
B9J08_000128	B9J08_02087	True	100	100	100	694	100	100	100	694	KAK8440794.1	KAK8440794.1 hypothetical protein B9J08_02087 [Candidozyma auris]
B9J08_000129	B9J08_02088	True	100	100	100	260	100	100	100	260	KAK8440795.1	KAK8440795.1 hypothetical protein B9J08_02088 [Candidozyma auris]
B9J08_000130	B9J08_02089	True	100	100	100	889	100	100	100	889	KAK8440796.1	KAK8440796.1 hypothetical protein B9J08_02089 [Candidozyma auris]
B9J08_000131	B9J08_02090	True	100	100	100	2011	100	100	100	2011	KAK8440797.1	KAK8440797.1 hypothetical protein B9J08_02090 [Candidozyma auris]
B9J08_000132		False	100	100	100	952						KAK8440798.1 mannan polymerase II complex ANP1 subunit [Candidozyma auris]
B9J08_000133	B9J08_02092	True	100	100	100	2028	100	100	100	2028	KAK8440799.1	KAK8440799.1 hypothetical protein B9J08_02092 [Candidozyma auris]
B9J08_000134	B9J08_02093	True	100	100	100	890	100	100	100	890	KAK8440800.1	KAK8440800.1 hypothetical protein B9J08_02093 [Candidozyma auris]
B9J08_000135	B9J08_02094	True	100	100	100	509	100	100	100	509	KAK8440801.1	KAK8440801.1 hypothetical protein B9J08_02094 [Candidozyma auris]
B9J08_000136	B9J08_02095	True	100	100	100	141	100	100	100	141	KAK8440802.1	KAK8440802.1 hypothetical protein B9J08_02095 [Candidozyma auris]
B9J08_000137	B9J08_02096	True	100	100	100	723	100	100	100	723	KAK8440803.1	KAK8440803.1 hypothetical protein B9J08_02096 [Candidozyma auris]
B9J08_000138	B9J08_02097	True	100	100	100	954	100	100	100	954	KAK8440804.1	KAK8440804.1 hypothetical protein B9J08_02097 [Candidozyma auris]
B9J08_000139	B9J08_02098	True	100	100	100	1640	100	100	100	1640	KAK8440805.1	KAK8440805.1 hypothetical protein B9J08_02098 [Candidozyma auris]
B9J08_000140	B9J08_02099	True	100	100	100	276	100	100	100	276	KAK8440806.1	KAK8440806.1 hypothetical protein B9J08_02099 [Candidozyma auris]
B9J08_000141		False	100	100	100	973						KAK8440807.1 protein phosphatase PP2A regulatory subunit B [Candidozyma auris]
B9J08_000142		False	100	100	100	355						KAK8440808.1 40S ribosomal protein S26-B [Candidozyma auris]
B9J08_000143	B9J08_02102	True	100	100	100	382	100	100	100	382	KAK8440809.1	KAK8440809.1 hypothetical protein B9J08_02102 [Candidozyma auris]
B9J08_000144	B9J08_02103	True	100	100	100	743	100	100	100	743	KAK8440810.1	KAK8440810.1 hypothetical protein B9J08_02103 [Candidozyma auris]
B9J08_000145	B9J08_02104	True	100	100	100	1961	100	100	100	1961	KAK8440811.1	KAK8440811.1 hypothetical protein B9J08_02104 [Candidozyma auris]
B9J08_000146	B9J08_02105	True	100	100	100	1022	100	100	100	1022	KAK8440812.1	KAK8440812.1 hypothetical protein B9J08_02105 [Candidozyma auris]
B9J08_000147	B9J08_02106	True	100	100	100	394	100	100	100	394	KAK8440813.1	KAK8440813.1 hypothetical protein B9J08_02106 [Candidozyma auris]
B9J08_000148	B9J08_02107	True	100	100	100	1477	100	100	100	1477	KAK8440814.1	KAK8440814.1 hypothetical protein B9J08_02107 [Candidozyma auris]
B9J08_000149	B9J08_02108	True	100	100	100	1411	100	100	100	1411	KAK8440815.1	KAK8440815.1 hypothetical protein B9J08_02108 [Candidozyma auris]
B9J08_000150		False	100	100	100	342						KAK8440816.1 succinate dehydrogenase, cytochrome b556 subunit [Candidozyma auris]
B9J08_000151	B9J08_02110	True	100	100	100	1251	100	100	100	1251	KAK8440817.1	KAK8440817.1 hypothetical protein B9J08_02110 [Candidozyma auris]
B9J08_000152	B9J08_02111	True	100	100	100	787	100	100	100	787	KAK8440818.1	KAK8440818.1 hypothetical protein B9J08_02111 [Candidozyma auris]
B9J08_000153	B9J08_02112	True	100	100	100	131	100	100	100	131	KAK8440819.1	KAK8440819.1 hypothetical protein B9J08_02112 [Candidozyma auris]
B9J08_000154	B9J08_02113	True	100	100	100	239	100	100	100	239	KAK8440820.1	KAK8440820.1 hypothetical protein B9J08_02113 [Candidozyma auris]
B9J08_000155	B9J08_02114	True	100	100	100	394	100	100	100	394	KAK8440821.1	KAK8440821.1 hypothetical protein B9J08_02114 [Candidozyma auris]
B9J08_000156	B9J08_02115	True	100	100	100	228	100	100	100	228	KAK8440822.1	KAK8440822.1 hypothetical protein B9J08_02115 [Candidozyma auris]
B9J08_000157	B9J08_02116	True	100	100	100	243	100	100	100	243	KAK8440823.1	KAK8440823.1 hypothetical protein B9J08_02116 [Candidozyma auris]
B9J08_000158	B9J08_02117	True	100	100	100	350	100	100	100	350	KAK8440824.1	KAK8440824.1 hypothetical protein B9J08_02117 [Candidozyma auris]
B9J08_000159	B9J08_02118	True	100	100	100	1003	100	100	100	1003	KAK8440825.1	KAK8440825.1 hypothetical protein B9J08_02118 [Candidozyma auris]
B9J08_000160	B9J08_02119	True	100	100	100	1006	100	100	100	1006	KAK8440826.1	KAK8440826.1 hypothetical protein B9J08_02119 [Candidozyma auris]
B9J08_000161	B9J08_02120	True	100	100	100	1424	100	100	100	1424	KAK8440827.1	KAK8440827.1 hypothetical protein B9J08_02120 [Candidozyma auris]
B9J08_000162	B9J08_02121	True	100	100	100	1125	100	100	100	1125	KAK8440828.1	KAK8440828.1 hypothetical protein B9J08_02121 [Candidozyma auris]
B9J08_000163		False	100	100	100	541						KAK8440829.1 tRNA(His) guanylyltransferase [Candidozyma auris]
B9J08_000164		False	100	100	100	3028						KAK8440830.1 multidrug resistance protein CDR1 [Candidozyma auris]
B9J08_000165	B9J08_02124	True	100	100	100	150	100	100	100	150	KAK8440831.1	KAK8440831.1 hypothetical protein B9J08_02124 [Candidozyma auris]
B9J08_000166	B9J08_02125	True	100	100	100	1207	100	100	100	1207	KAK8440832.1	KAK8440832.1 hypothetical protein B9J08_02125 [Candidozyma auris]
B9J08_000168	B9J08_02127	True	100	100	100	1502	100	100	100	1502	KAK8440833.1	KAK8440833.1 hypothetical protein B9J08_02127 [Candidozyma auris]
B9J08_000169	B9J08_02128	True	100	100	100	255	100	100	100	255	KAK8440834.1	KAK8440834.1 hypothetical protein B9J08_02128 [Candidozyma auris]
B9J08_000170	B9J08_02129	True	100	100	100	767	100	100	100	767	KAK8440835.1	KAK8440835.1 hypothetical protein B9J08_02129 [Candidozyma auris]
B9J08_000171		False	100	100	100	800						KAK8440836.1 serine/threonine-protein kinase BUR1 [Candidozyma auris]
B9J08_000172	B9J08_02131	True	100	100	100	1060	100	100	100	1060	KAK8440837.1	KAK8440837.1 hypothetical protein B9J08_02131 [Candidozyma auris]
B9J08_000173		False	100	100	100	580						KAK8440838.1 cytochrome c1, heme protein, mitochondrial [Candidozyma auris]
B9J08_000174	B9J08_02133	True	100	100	100	773	100	100	100	773	KAK8440839.1	KAK8440839.1 hypothetical protein B9J08_02133 [Candidozyma auris]
B9J08_000175		False	100	100	100	2257						KAK8440840.1 calcium-translocating P-type ATPase, PMCA-type [Candidozyma auris]
B9J08_000176	B9J08_02135	True	100	100	100	459	100	100	100	459	KAK8440841.1	KAK8440841.1 hypothetical protein B9J08_02135 [Candidozyma auris]
B9J08_000177	B9J08_02136	True	100	100	100	768	100	100	100	768	KAK8440842.1	KAK8440842.1 hypothetical protein B9J08_02136 [Candidozyma auris]
B9J08_000178		False	100	100	100	246						KAK8440843.1 oleate-induced peroxisomal protein POX18 [Candidozyma auris]
B9J08_000179	B9J08_02138	True	100	100	100	360	100	100	100	360	KAK8440844.1	KAK8440844.1 hypothetical protein B9J08_02138 [Candidozyma auris]
B9J08_000180	B9J08_02139	True	100	100	100	2029	100	100	100	2029	KAK8440845.1	KAK8440845.1 hypothetical protein B9J08_02139 [Candidozyma auris]
B9J08_000181	B9J08_02140	True	100	100	100	5455	100	100	100	5455	KAK8440846.1	KAK8440846.1 hypothetical protein B9J08_02140 [Candidozyma auris]
B9J08_000182	B9J08_02141	True	100	100	100	550	100	100	100	550	KAK8440847.1	KAK8440847.1 hypothetical protein B9J08_02141 [Candidozyma auris]
B9J08_000183	B9J08_02142	True	100	100	100	1155	100	100	100	1155	KAK8440848.1	KAK8440848.1 hypothetical protein B9J08_02142 [Candidozyma auris]
B9J08_000184	B9J08_02143	True	100	100	100	1164	100	100	100	1164	KAK8440849.1	KAK8440849.1 hypothetical protein B9J08_02143 [Candidozyma auris]
B9J08_000185		False	100	100	100	357						KAK8440850.1 40S ribosomal protein S7-A [Candidozyma auris]
B9J08_000186		False	100	100	100	466						KAK8440851.1 ribose-5-phosphate isomerase [Candidozyma auris]
B9J08_000187	B9J08_02146	True	100	100	100	350	100	100	100	350	KAK8440852.1	KAK8440852.1 hypothetical protein B9J08_02146 [Candidozyma auris]
